,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
10,688728.SH,20210225,20210225,20200930,1,1,3,2248998455.0,1698314636.0,892190601.0,,,1362829176.0,,364761877.0,587673526.0,,25067563.0,,,1832758813.0,,436139.0,,,,,,,38782709.0,4574931070.0,,,,,,,,216775494.0,37903824.0,,,,,183753146.0,,,2080732.0,56434099.0,,351094172.0,907076802.0,,,,,,,,,,,,,,,,,5482007872.0,203604233.0,1673456177.0,,,,,130000000.0,684425004.0,,,,41631320.0,47672197.0,,,,,,,,,,,12000000.0,,2735557813.0,,,,,195505.0,11206014.0,,215005752.0,,,,,,,,,,,,,,,,,2950563565.0,,,,,,2531444307.0,2531444307.0,5482007872.0,,-59237850.0,,,,,,,,,,,,64214630.0,952435403.0,814425004.0,215250956.0,216775494.0,37903824.0,82158485.0,,,,1
11,301047.SZ,20210107,20210225,20200930,1,1,3,51000000.0,141625274.32,711963751.31,253985.0,,96907321.22,483009394.52,1128013.1,347628014.69,3300026.03,6782880.65,,,14307162.71,,,,,,,,,5055703.7,958118516.62,,,,,,,,50114447.63,,,,,,488271.24,,,5253516.79,31724313.17,,,87580548.83,,,,,,,,,,,,,,,,,1045699065.45,,,,,,,,17376845.86,,,,32890726.71,77798754.75,,,998369.21,,,,,,,,,254312.26,134156660.17,,,,,5066797.4,,,5066797.4,,,,,,,,,,,,,,,,,139223457.57,,,,,,906475607.88,906475607.88,1045699065.45,,1632597.25,,,,,,,,,,,,4837651.38,348756027.79,17376845.86,3300026.03,50114447.63,,998369.21,,,,1
12,301046.SZ,20210120,20210304,20200930,1,1,3,112110000.0,96268775.16,179563823.35,14789432.83,,149618392.63,33577051.92,3737184.19,196319166.59,3482204.7,5359329.55,,,16028529.25,,,,,,,,,18381081.14,464569972.92,,,,,,,,176516361.7,,,,,,248382.68,,,,6631635.22,,,183396379.6,,,,,,,,,,,,,,,,,647966352.52,,,,,,,49954965.8,101546518.52,,,,3326521.97,4878467.4,,,1653113.44,,,,,,,,,4592337.41,169212926.84,,,,,122516.85,75898877.49,,76021394.34,,,,,,,,,,,,,,,,,245234321.18,,,,,,402732031.34,402732031.34,647966352.52,,,,,,,,,,,,,33719896.25,3261002.3,200056350.78,151501484.32,3482204.7,176516361.7,,1653113.44,,,,1
13,688787.SH,20210204,20210204,20200930,1,1,3,32100000.0,186209473.4,172832085.63,16485510.17,,75859644.69,288690006.78,,32969522.97,,7557470.28,,,14015861.47,,,,,,,,,1332333.34,424468130.34,,,,,,,,24030643.28,,,,,,1325123.3,,,609081.36,288457.3,,,26253305.24,,,,,,,,,,,,,,,,,450721435.58,,,,,,,,4696925.55,,,,1888577.84,1415826.6,,,,,,,,,,,,,42981301.6,,,,,,,,,,,,,,,,,,,,,,,,,42981301.6,,,,,,407740133.98,407740133.98,450721435.58,,113064.78,,,,,,,,,,,2161719.27,34719315.53,32969522.97,4696925.55,1881571.54,24030643.28,,260656.08,,,,1
14,688071.SH,20210318,20210318,20200930,1,1,3,54633574.0,112682779.06,24036029.64,,,26293496.27,,,151313396.1,9502201.86,1684683.6,,,65090082.05,,,,,,,,,17831884.79,291635150.74,,,975592.61,,,,,136179975.01,56002693.99,,,,,6332538.69,,38490773.47,29650335.3,4035342.35,,1747438.15,273414689.57,,,,,,,,,,,,,,,,,565049840.31,7920000.0,154632271.13,,,,,,110517890.16,,,,8995350.57,6077215.81,213701.74,,191984.55,,,,,,,,27027306.2,16863048.83,345956140.02,,11641924.51,,2663242.88,312000.0,7444150.95,,29981318.34,,,,,,,,,,,,,,,,,375937458.36,,,,,489999.25,191352382.7,191842381.95,567779840.31,,,,,,,,,,,,,,21437371.03,151313396.1,110517890.16,9502201.86,136179975.01,56002693.99,405686.29,11641924.51,,,1
15,688718.SH,20210322,20210322,20200930,1,1,3,130315789.0,91211929.41,169004609.51,22075159.15,,39385640.64,33183294.37,3326657.03,57648127.88,6708891.42,2170093.11,,,62526136.12,,,,,,,,,21243466.4,232882334.6,,,5565794.54,,,,,150642665.64,61141697.41,206389.64,,,,69823236.42,,,2177315.24,2782319.16,,36470948.81,328810366.86,,,,,,,,,,,,,,,,,561692701.46,837142.78,54611474.04,,,,,11000000.0,31381724.99,,,,5362915.16,5578026.55,,,2105039.07,,,,,,,,,16790401.05,138185576.1,,,,,208776.74,7994748.97,,9040668.49,,,,,,,,,,,,,,,,,147226244.59,,,,,,414466456.87,414466456.87,561692701.46,,1858969.8,,,,,,,,,,,,11355995.24,60974784.91,42381724.99,6708891.42,150642665.64,61348087.05,2105039.07,,,,1
16,301033.SZ,20210209,20210209,20200930,1,1,3,49547185.0,259827532.75,12445694.81,342750.26,,29038233.41,162029445.71,,5713678.36,1062561.36,5399221.48,,,17775576.26,,,,,,,,,6985577.46,228004294.04,,,,,,,,21047276.22,62117345.75,,,,,30592372.26,27269587.48,,7426888.97,7260278.3,,893322.75,156607071.73,,,,,,,,,,,,,,,,,384611365.77,24537420.36,,,,,,,20678367.84,282894.62,,,3910560.55,1684106.57,,,1647392.38,,,,,,,,,49221.46,29545318.49,,,,,,4689196.89,,29226617.25,,,,,,,,,,,,,,,,,58771935.74,,,,,3676267.21,322163162.82,325839430.03,384611365.77,,,,,,,,,,,,,,1292775.07,5713678.36,20678367.84,1062561.36,21047276.22,62117345.75,1647392.38,,,,1
17,688303.SH,20210126,20210126,20200930,1,1,3,1625000000.0,332033565.76,1941355577.1,215800997.04,,731470430.91,,1153369397.4,282545.76,3253426.92,9802230.68,,,408759838.73,,,,,,,,,38015065.02,2345252935.42,,,4469936.49,,,,,6504723167.44,102504487.58,,,,,191435327.25,,,,,,49370998.93,6852503917.69,,,,,,,,,,,,,,,,,9197756853.11,950472500.0,1257349580.18,,,,,421895600.0,290189908.54,,,,50109215.83,55514219.47,,,,,,,,,,,490020000.0,,3409125091.63,,,,,19094738.59,143670202.47,8600000.0,1670976762.53,,,,,,,,,,,,,,,,,5080101854.16,,,,,3464859.05,4114190139.9,4117654998.95,9197756853.11,,,,,,,,,,,,,,106778341.2,1153651943.16,712085508.54,3253426.92,6504723167.44,102504487.58,737268226.41,549139321.47,,,1
18,301028.SZ,20210225,20210225,20200930,1,1,3,283912000.0,7358000.0,157366796.25,38353524.0,,219573588.99,,22086337.32,95150357.98,282753.74,1248076.74,,,123647334.41,,,,,,,,,17417464.63,484429732.6,,,,4811247.69,,,,226195026.81,68677878.85,,,,,17406675.13,,,,21864189.96,,6095089.96,345050108.4,,,,,,,,,,,,,,,,,829479841.0,,9019420.79,,,,,66000000.0,95016617.48,,,,17097367.18,17663635.82,,,440082.32,,,,,,,,,1498411.38,331798099.08,,,,,,10691421.67,,10691421.67,,,,,,,,,,,,,,,,,342489520.75,,,,,,486990320.25,486990320.25,829479841.0,,,,,,,,,,,,,,125062564.11,117236695.3,161016617.48,282753.74,226195026.81,68677878.85,440082.32,,,,1
19,688087.SH,20210309,20210309,20200930,1,1,3,99774359.0,156551408.29,633714539.21,40411971.77,,87885061.85,,,200943292.81,18769525.68,55340503.19,,,200948109.44,,,,,,,,,3562268.83,567598761.8,,,54264.82,,,,,412680470.08,177972865.67,,,,,98553963.69,,,54054.14,4256862.34,,28620377.58,722192858.32,,,,,,,,,,,,,,,,,1289791620.12,10770419.96,81764436.31,,,,,1320000.0,164013233.26,,,,32670705.13,11040129.88,,,1665972.98,,,,,,,,6406848.44,,319508894.62,,,,,10259219.25,13920677.76,,39820665.22,,,,,,,,,,,,,,,,,359329559.84,,,,,,930462060.28,930462060.28,1289791620.12,,9782.01,,,,,,,,,,,,20627568.62,200943292.81,165333233.26,18769525.68,412680470.08,177972865.67,1665972.98,4870348.25,,,1
20,688499.SH,20210310,20210310,20200930,1,1,3,66000000.0,706897403.8,201680715.45,22506178.69,,483418403.11,,24343273.89,330977120.27,5780827.67,14184503.56,,,702791906.05,,,,,,,,,10227091.62,2052840364.61,,,,,,,,458274123.23,35212653.09,,34875.39,,,47614429.81,,,17294152.27,14088323.19,,34822748.8,614037405.78,,,,2093984.2,,,,,,,,,,,,,2666877770.39,65956809.23,288673124.9,,,,,506227303.45,321914482.13,21721727.9,,,34552614.13,5823854.49,333426.34,,7145444.38,,,,,,,,14428300.0,,1598717561.91,,,,,437415.0,3000000.0,,69394224.23,,,,,,,,,,,,,,,,,1668111786.14,,,,,,998765984.25,998765984.25,2666877770.39,,1681686.31,,,,,,,,,,,69789959.04,397897284.19,355320394.16,828141785.58,5780827.67,458308998.62,35212653.09,7478870.72,,,,1
21,301013.SZ,20210129,20210129,20200930,1,1,3,116871528.0,193077957.73,249236568.05,21128244.56,,151343238.95,70000000.0,1122744.95,91549129.82,2309178.13,4013836.68,,,197125953.08,,,,,,,,,15349773.09,536301668.01,,,,,,,,69717840.37,135178250.34,,,,,18980426.35,,147661.25,6384471.13,3107013.71,,4994825.03,238510488.18,,,,,,,,,,,,,,,,,774812156.19,76800000.0,,,,,,25628592.93,55377267.85,,,,6532132.39,5148809.57,215365.28,,971507.14,,,,,,,,3200000.0,2120153.94,112973859.43,,,,,1186159.59,532342.5,,78518502.09,,,,,,,,,,,,,,,,,191492361.52,,,,,3005496.33,580314298.34,583319794.67,774812156.19,,,,,,,,,,,,,3487813.31,13780030.33,92671874.77,81005860.78,2309178.13,69717840.37,135178250.34,1186872.42,,,,1
22,688601.SH,20210225,20210225,20200930,1,1,3,48000000.0,94403229.42,144808277.12,24000000.0,,65127584.68,50837534.25,14746695.96,145500860.27,2890266.34,3459465.25,,,86283886.07,,,,,,,,,7561681.66,391358401.16,,,,,,,,13520127.77,1051461.01,,,,,2145605.37,,3660792.8,,2966605.08,,153300.0,23497892.03,,,,7432921.3,,,,,,,,,,,,,414856293.19,,1000000.0,,,,,32000000.0,57391156.27,,,,5113822.97,3989989.48,,,832260.26,,,,,,,,,92900.7,101408856.98,,,,,235490.41,866737.14,,1102227.55,,,,,,,,,,,,,,,,,102511084.53,,,,,1133702.12,311211506.54,312345208.66,414856293.19,,,,,,,,,,,,,,988727.3,160247556.23,89391156.27,2890266.34,13520127.77,1051461.01,832260.26,,,,1
23,688690.SH,20210309,20210309,20200930,1,1,3,356145948.0,64259928.97,74386057.32,4845515.55,,225930491.94,,7459830.65,42629178.96,188630.43,2374138.62,,,49391819.87,,,,,,,,,6661167.93,337364854.53,,,19714974.13,,,,,142355931.1,58774428.16,5509548.59,,,,12970703.19,,,2390611.81,1921551.22,,7438639.25,251076387.45,,,,,,,,,,,,,,,,,588441241.98,,5006062.5,,,,,1393539.77,24539437.33,,,,8047007.84,3818229.51,,,528017.22,,,,,,,,,5892518.18,53313354.88,,,,,,35640991.55,,35640991.55,,,,,,,,,,,,,,,,,88954346.43,,,,,-101269.88,499588165.43,499486895.55,588441241.98,,-49284.41,,,,,,,,,,,,4088542.53,50089009.61,25932977.1,188630.43,142355931.1,64283976.75,528017.22,,,,1
24,688621.SH,20210129,20210129,20200930,1,1,3,60000000.0,52664344.29,54950534.25,,,61053128.33,34000000.0,1705548.3,53128416.02,3649550.34,19954849.81,,,5082245.69,,,,,,,,,9785653.56,235214016.46,,,,,,,,73409098.75,,,,,,3716183.17,,26057235.99,12478135.99,2528496.57,,2223147.96,120412298.43,,,,,,,,,,,,,,,,,355626314.89,,15000000.0,,,,,,13185359.39,,,,10596806.41,3942463.43,,,2282175.37,,,,,,,,,4079756.75,184985464.6,,,,,,,,,,,,,,,,,,,,,,,,,184985464.6,,,,,3025971.75,167614878.54,170640850.29,355626314.89,,,,,,,,,,,,,45231129.21,135898903.25,54833964.32,13185359.39,3649550.34,73409098.75,,2282175.37,,,,1
25,688597.SH,20210112,20210112,20200930,1,1,3,132354680.0,189490780.17,177846711.04,20552147.53,,277907442.36,,5149000.0,166485462.47,,7498782.71,,,64362306.19,,,,,,,,,21919873.76,580247186.6,,,,,,,,190021608.91,3716814.16,,,,,24650557.77,,,395861.69,6070097.23,,26556569.97,251411509.73,,,,,,,,,,,,,,,,,831658696.33,84250000.0,,,,,,22869000.0,152129417.08,,,,3474242.12,5402861.04,97965.99,,481052.13,,,,,,,,,16817360.2,227164377.59,,,,,,,,84250000.0,,,,,,,,,,,,,,,,,311414377.59,,,,,,520244318.74,520244318.74,831658696.33,,,,,,,,,,,,,28940359.05,25892479.03,171634462.47,174998417.08,7919443.82,190021608.91,3716814.16,579018.12,,,,1
26,300992.SZ,20210429,20210429,20200930,1,1,3,68100000.0,130765417.67,217147219.31,18675461.63,,80656825.47,1550437.64,,57907386.96,,6218779.32,,,124138116.34,,,,,,,,,2492038.71,276408188.51,,,,3407680.25,,,450000.0,142906796.61,52317785.73,,,,,39153345.21,,,2249969.03,1207022.45,,24157706.96,266100306.24,,,,,,,,,,,,,,,,,542508494.75,4044558.5,11217045.64,,,,,30350600.0,37674903.8,158740.71,,,4441475.04,2547541.92,,,769194.43,,,,,,,,,,96680390.79,,,,,3010198.75,3517822.28,,10572579.53,,,,,,,,,,,,,,,,,107252970.32,,,,,,435255524.43,435255524.43,542508494.75,,567425.82,,,,,,,,,,,,9520889.25,57907386.96,68025503.8,3444604.07,142906796.61,52317785.73,769194.43,,,,1
27,688359.SH,20210126,20210126,20200930,1,1,3,69133623.0,84204749.01,104809667.71,8028790.33,,41228174.49,,15648048.84,112414127.43,2015058.15,4244022.78,,,29171108.04,,,,,,,,,2913366.83,219418437.97,,,,,,,,51881120.59,34623217.48,,,,,10397005.58,,17097.3,939874.17,2646672.13,,,106384987.25,,,,,,,,,,,,,,,,,325803425.22,,,,,,,,29632529.94,,,,2694945.21,3764399.89,,,1817883.46,,,,,,,,,,38016877.33,,,,,,8449959.46,,8449959.46,,,,,,,,,,,,,,,,,46466836.79,,,,,13159758.38,266176830.05,279336588.43,325803425.22,,,,,,,,,,,,,,107118.83,128062176.27,29632529.94,2015058.15,51881120.59,34623217.48,1817883.46,,,,1
28,600905.SH,20210426,20210426,20200930,1,1,3,20000000000.0,9476303543.58,11308246136.81,200192740.85,,2564699131.52,,,13078019369.02,382749123.48,6947537127.23,2640000.0,2474462.25,72014015.44,,,,,,,,,1873369.03,23447997608.93,,,10683425786.81,1230545331.03,,,,60159607806.03,16730332461.71,,1188.12,,,1459222875.74,,281044259.74,136746082.48,75874961.14,,4757125298.76,96938530638.27,,,,,,,,,,,,,,,,,120386528247.2,41306068592.07,7131900000.0,,,,,385231043.76,7916620716.83,,,,43357670.95,112909456.44,247642683.05,580118.51,892455132.51,,,,,,,,3858542024.75,,20598858137.32,4991004680.91,7305532637.02,,,1162674414.95,23988930.36,57772510.0,54860531765.31,,,,,,,,,,,,,,,,,75459389902.63,,,,,3800447799.82,41126690544.75,44927138344.57,120386528247.2,13490000.0,141948123.51,,,,,,,,,,,,9619290.52,13078019369.02,8301851760.59,387863585.73,60159608994.15,16730332461.71,1140677934.07,7305532637.02,,,1
29,688565.SH,20210421,20210421,20200930,1,1,3,80200000.0,145040798.3,153282399.15,16482736.03,,42011017.92,,63483058.77,310169243.73,6173253.3,18609932.59,,,32148552.72,,,,,,,,,17837658.36,512137738.27,,,,,,,,14638396.33,177267955.12,,,,,15870993.61,,,2377580.44,8003820.0,,,218158745.5,,,,,,,,,,,,,,,,,730296483.77,,65950000.0,,,,,32193748.73,189406311.97,,,,135585.7,2044131.29,90069.58,,3152707.34,,,,,,,,,3398912.8,333396019.17,,,,1894531.12,,,,1894531.12,,,,,,,,,,,,,,,,,335290550.29,,,,,,395005933.48,395005933.48,730296483.77,,,,,,,,,641173.61,,,,18021847.27,37024551.76,373652302.5,221600060.7,6173253.3,14638396.33,177267955.12,3242776.92,,,,1
