,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
10,301050.SZ,20210806,20210806,20200630,1,1,2,,,85194057.28,5318011.18,,,,,,,,,,,,391707.86,90903776.32,79420085.37,26009044.32,6741514.91,,,,,,5464887.88,117635532.48,-26731756.16,,83000000.0,462461.75,,,83462461.75,9153593.74,38000000.0,,,,47153593.74,36308868.01,50000000.0,,,50000000.0,,30000000.0,1028629.53,,,31028629.53,18971370.47,,28548482.32,30617882.9,59166365.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11,301049.SZ,20210806,20210806,20200630,1,1,2,43133289.69,654499.9,100445528.66,4835227.24,,,,,,,,,,,,8647498.28,113928254.18,33398122.16,15506337.25,9845935.82,,,,,,11308717.53,70059112.76,43869141.42,,,,,,,32851612.35,,,653000.0,,33504612.35,-33504612.35,32000000.0,,,32000000.0,22752435.3743,10000000.0,14340676.69,,3107168.32,27447845.01,4552154.99,,14916684.06,35200541.88,50117225.94,,,,,9102432.57,361306.44,30378.8,,,,,,,-403485.61,,-3248049.41,-27545984.38,18493941.15,,43869141.42,,,,14916684.06,,,2689904.03,,,50117225.94,35200541.88,,,1
12,688786.SH,20210806,20210806,20200630,1,1,2,19905712.73,262740.71,75177076.13,76852.46,,,,,,,,,,,,6341119.71,81595048.3,37878464.37,17614312.19,6543798.71,,,,,,5735333.23,67771908.5,13823139.8,,108440342.0,468976.52,,,108909318.52,15855039.08,105760342.0,,,,121615381.08,-12706062.56,24001575.0,,,24001575.0,14090078.8554,1000000.0,323849.2,,,1323849.2,22677725.8,79885.3,23874688.34,23722845.14,47597533.48,,,,85835.63,4972603.73,534965.82,85418.92,,,,178976.28,-14767.12,-337956.49,220436.0,690339.53,-3283120.82,-3699294.66,-5011663.89,,13823139.8,,,,23874688.34,,,-1561117.78,,,47597533.48,23722845.14,,,1
13,605589.SH,20210809,20210809,20200630,1,1,2,,,3351608269.06,22037004.08,,,,,,,,,,,,144922659.96,3518567933.1,2463111096.71,249967274.98,200030210.93,,,,,,482506844.62,3395615427.24,122952505.86,,4480355464.4,18911720.87,26017.0,,4499293202.27,427012065.42,4153092400.0,9122536.36,,,4589227001.78,-89933799.51,1147057291.71,,,1147057291.71,150475781.7486,509120131.77,135059902.22,,160942015.58,805122049.57,341935242.14,56345848.08,431299796.57,657019961.77,1088319758.34,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1
14,301051.SZ,20210809,20210809,20200630,1,1,2,104198535.12,1265005.68,816372953.69,19550.96,,,,,,,,,,,,59135687.01,875528191.66,435838557.82,162489642.31,26267234.64,,,,,,87014986.34,711610421.12,163917770.54,,,,395500.0,,395500.0,173159891.31,,,13037216.78,,186197108.09,-185801608.09,93777677.99,,,93777677.99,-69099574.6208,23406161.27,61999421.66,,786175.0,86191757.93,7585920.06,346987.76,-13950929.73,91165057.65,77214127.92,,,,737934.92,22739569.62,159929.61,4448852.34,,,-518346.73,,,,3890818.85,,23678526.0,182760132.17,-179443187.04,,163917770.54,,,,-13950929.73,,,,,,77214127.92,91165057.65,,,1
15,301052.SZ,20210809,20210809,20200630,1,1,2,13380759.7,37607.71,119374518.57,1125743.07,,,,,,,,,,,,4242749.81,124743011.45,107512274.36,38450176.55,6035845.75,,,,,,18321686.35,170319983.01,-45576971.56,,3903235.3,,30291.6,,3933526.9,192816.99,3900000.0,,250000.0,,4342816.99,-409290.09,2009784.22,,,2009784.22,-66969561.6662,,40642.3,,538200.0,578842.3,1430941.92,3034.59,-44552285.14,154880331.48,110328046.34,,,,8754158.31,674447.75,1182552.9,600002.0,,,-15696.19,,,-3235.3,-1249584.16,,-1551676.65,-54725807.66,-12987382.42,,-45576971.56,,,,-44552285.14,,,326882.45,,,110328046.34,154880331.48,,,1
16,605598.SH,20210810,20210810,20200630,1,1,2,42988196.68,5573121.07,451490588.75,5068855.02,,,,,,,,,,,,22684846.99,479244290.76,317445542.63,52802977.58,19995232.09,,,,,,50905907.04,441149659.34,38094631.42,,3000700.0,1.45,1228492.36,,4229193.81,38098548.62,,,,,38098548.62,-33869354.81,5277455.56,,,5277455.56,10244403.003,167250.97,1920747.88,,2771471.7,4859470.55,417985.01,-3652373.19,990888.43,196045865.22,197036753.65,,,,,16893694.46,71554.14,666680.76,,,-1129178.75,,,-1.45,2415698.64,923358.4,2530966.49,68314503.07,-78587876.28,,38094631.42,,,,990888.43,,,-12464292.5,,,197036753.65,196045865.22,,,1
17,300814.SZ,20210811,20210811,20200630,1,1,2,,,479424169.12,2020647.78,,,,,,,,,,,,7604074.85,489048891.74,356722133.42,94588990.01,16853361.44,,,,,,14106040.37,482270525.24,6778366.51,,571001386.91,849876.32,20347.73,,571871610.97,39580047.36,539015460.28,,,,578595507.64,-6723896.67,,,68073680.77,68073680.77,-17434075.0682,,634709.01,,77284735.11,77919444.12,-9845763.35,489584.97,-9301708.55,91301569.37,81999860.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18,605588.SH,20210811,20210811,20200630,1,1,2,,,439902847.81,4284176.84,,,,,,,,,,,,21392089.78,465579114.43,391439593.4,34992184.21,19397440.16,,,,,,17989421.84,463818639.61,1760474.82,,55000000.0,415045.2,10821.41,,55425866.61,49484831.5,35000000.0,,,,84484831.5,-29058964.89,141053063.93,,,141053063.93,-83052343.9498,39000000.0,29827903.25,,,68827903.25,72225160.68,538857.65,45465528.26,52791405.42,98256933.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19,688787.SH,20210812,20210812,20200630,1,1,2,,,121329961.7,,,,,,,,,,,,,6058363.94,127388325.64,33628948.52,32574647.95,14680206.46,,,,,,9027039.74,89910842.67,37477482.97,,172000000.0,1402361.63,1557.5,,173403919.13,929757.97,282000000.0,,,,282929757.97,-109525838.84,,,,,,,,,2019050.29,2019050.29,-2019050.29,187692.63,-73879713.53,163255204.88,89375491.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20,688776.SH,20210812,20210812,20200630,1,1,2,45906276.96,169721.71,133488308.0,,,,,,,,,,,,,11335257.72,144823565.72,41084014.23,67669375.09,17128319.82,,,,,,26174351.27,152056060.41,-7232494.69,,35968776.76,,,7878500.0,43847276.76,1784463.87,,,,,1784463.87,42062812.89,30000000.0,,,30000000.0,97181512.9574,,215416.67,,,215416.67,29784583.33,45694.96,64660596.49,105546498.22,170207094.71,,,,12252773.65,7621141.82,99944.7,278706.46,,,,,,-4989088.76,-510454.65,-3631500.12,-12112730.04,-34314045.69,-20178343.41,,-7232494.69,,,,,,,2175102.68,,,,,,,1
21,605339.SH,20210813,20210813,20200630,1,1,2,119917822.31,1710170.09,1123059307.47,,,,,,,,,,,,,11699234.41,1134758541.88,625762774.46,143615876.2,105218757.73,,,,,,147159273.12,1021756681.51,113001860.37,11207024.51,50000000.0,958333.33,130721.35,,62296079.19,33408208.4,50000000.0,,,,83408208.4,-21112129.21,341262530.97,,,341262530.97,,200915400.56,89921343.88,,2600010.0,293436754.44,47825776.53,28131.77,139743639.46,812461880.65,952205520.11,,,,1103852.24,45813149.92,1229461.35,647241.33,,,-97517.48,,-937083.34,-187500.0,-7911733.67,,-8915476.92,10140249.44,-49510774.9,,113001860.37,,,,139743639.46,,,,,,952205520.11,812461880.65,,,0
22,301053.SZ,20210813,20210813,20200630,1,1,2,28388250.26,168671.14,123187238.08,2669490.83,,,,,,,,,,,,6828293.61,132685022.52,45206159.08,28785822.05,9829861.98,,,,,,14338188.65,98160031.76,34524990.76,,,,,,,41946701.85,,,,,41946701.85,-41946701.85,18210000.0,,,19860000.0,-7638630.4937,,20160493.99,,47725.21,20208219.2,-348219.2,33490.32,-7736439.97,57347806.37,49611366.4,1650000.0,,,187214.54,4907377.5,476301.31,,,,,,,,93203.3,,9350565.46,-20907692.91,11297188.05,,34524990.76,,,,-7736439.97,,,-794487.4,,,49611366.4,57347806.37,,,1
23,688711.SH,20210813,20210813,20200630,1,1,2,10419609.54,2061523.31,109598922.74,1214175.96,,,,,,,,,,,,3345523.54,114158622.24,65001415.26,22832689.81,2136790.87,,,,,,5320101.43,95290997.37,18867624.87,,,,,,,9622608.77,510000.0,,,,10132608.77,-10132608.77,38066974.92,,3427386.22,91491161.14,10236003.7711,56875693.84,1622937.43,,313394.1,58812025.37,32679135.77,5349.19,41419501.06,24889556.6,66309057.66,49996800.0,,,-95698.04,5333130.12,75117.1,386318.15,,,,52698.93,,,492516.9,,-9148786.72,-2091163.31,11057553.53,,18867624.87,,,,41419501.06,,,324805.36,,,66309057.66,24889556.6,,,1
24,688798.SH,20210813,20210813,20200630,1,1,2,,,561257183.38,4283998.82,,,,,,,,,,,,17251190.39,582792372.59,485314384.58,102239794.72,19039325.77,,,,,,31004362.9,637597867.97,-54805495.38,,238454660.0,868330.43,,,239322990.43,25758477.13,293437560.0,,,,319196037.13,-79873046.7,400107253.67,,,400107253.67,-102358706.3392,113212372.53,46941053.08,,,160153425.61,239953828.06,1411434.21,106686720.19,148290381.43,254977101.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
25,301055.SZ,20210816,20210816,20200630,1,1,2,,,280486633.42,,,,,,,,,,,,,4419720.68,284906354.1,153440686.79,37645294.99,24834321.4,,,,,,33107141.54,249027444.72,35878909.38,40364000.0,210890000.0,493044.63,360200.0,,252107244.63,72709640.22,228890000.0,,,,301599640.22,-49492395.59,39298040.4,,,39298040.4,-69130468.9205,,34255154.09,,,34255154.09,5042886.31,9702.79,-8560897.11,112054452.26,103493555.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
26,688728.SH,20210817,20210817,20200630,1,1,2,,,2444934742.0,158163111.0,,,,,,,,,,,,20514043.0,2623611896.0,3067736054.0,162873770.0,54330217.0,,,,,,258797333.0,3543737374.0,-920125478.0,26998248.0,,12312789.0,325036.0,,39636073.0,155837653.0,20103299.0,,,,175940952.0,-136304879.0,1620420314.0,,,3204545376.0,,397546574.0,59199571.0,,975682494.0,1432428639.0,1772116737.0,-897693.0,714788687.0,329428802.0,1044217489.0,1584125062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
27,301056.SZ,20210817,20210817,20200630,1,1,2,22344260.01,,250772066.26,5543737.5,,,,,,,,,,,,15687000.9,272002804.66,170637080.97,30985376.19,10636473.07,,,,,,34221385.58,246480315.81,25522488.85,,,,411044.99,,411044.99,759067.32,187826.8,,,,946894.12,-535849.13,,,19923326.0,19923326.0,56081240.9488,,,,26154348.39,26154348.39,-6231022.39,234414.33,18990031.66,230725992.86,249716024.52,,,,,8277167.88,613216.46,,,,-175553.4,,,,-242890.06,,-23600830.3,111108.15,18163859.35,,25522488.85,,,,18990031.66,,,1035292.93,,,249716024.52,230725992.86,,,1
28,001215.SZ,20210818,20210818,20200630,1,1,2,24235757.24,1892470.63,402324130.7,,,,,,,,,,,,,23997752.33,426321883.03,329766584.53,59868604.73,23434111.95,,,,,,20819260.77,433888561.98,-7566678.95,,,,900689.66,,900689.66,46167115.76,,,,,46167115.76,-45266426.1,88886600.0,,,88886600.0,-66961039.8434,30000000.0,1892470.63,,2805352.68,34697823.31,54188776.69,,1355671.64,79025852.41,80381524.05,,,,,14852144.8,512797.35,545334.93,,,,,1118600.0,,-383129.18,2946506.26,21857250.59,20589601.83,-95490238.25,,-7566678.95,,,,1355671.64,,,-228487.31,,,80381524.05,79025852.41,,,1
29,688121.SH,20210818,20210818,20200630,1,1,2,24251510.79,2844211.49,1549079320.88,759292.04,,,,,,,,,,,,22117403.72,1571956016.64,1178270332.84,44326230.58,62660405.75,,,,,,141494077.22,1426751046.39,145204970.25,93896246.71,,51581.12,12000.0,,93959827.83,10301036.1,,19657644.85,,,29958680.95,64001146.88,92675000.0,,27000000.0,119675000.0,,117675000.0,2192911.15,,20000000.0,139867911.15,-20192911.15,65402.78,189078608.76,21665505.57,210744114.33,,,,16588.92,7572134.78,652945.13,273959.81,,,9433.66,,,5130139.29,-3106497.66,,-569129844.16,-524401583.64,1199349329.89,,145204970.24,,,,189078608.76,,,3674479.64,,,210744114.33,21665505.57,,,1
30,688187.SH,20210818,20210818,20200630,1,1,2,684788602.0,8069004.0,6714022881.0,84122346.0,,,,,,,,,,,,106362207.0,6904507434.0,4972025175.0,840673421.0,386444676.0,,,,,,602029947.0,6801173219.0,103334215.0,,10890000000.0,69779705.0,3490606.0,,10963270311.0,686706753.0,9129117550.0,,,,9815824303.0,1147446008.0,91806458.0,,,91806458.0,,6176814.0,8579600.0,,16333464.0,31089878.0,60716580.0,7907395.0,1319404198.0,4244080658.0,5563484856.0,,,,198098342.0,204174839.0,56827399.0,3037834.0,,,-2063538.0,,-10588918.0,-55902036.0,-32069301.0,-5822149.0,-1797444406.0,782294854.0,-34794642.0,,103334215.0,,,,1319404198.0,,,75217281.0,20453895.0,,5563484856.0,4244080658.0,,,1
31,601825.SH,20210818,20210818,20200630,2,1,2,,,,,56384985000.0,3050858000.0,,,,,,16169815000.0,,10764638000.0,,54507000.0,99634206000.0,,1994055000.0,2745894000.0,39073402000.0,,,8681669000.0,,5159993000.0,87963646000.0,11670560000.0,,67043516000.0,4222772000.0,4139000.0,,71270427000.0,288725000.0,75006925000.0,,,,75295650000.0,-4025223000.0,,,,28184611000.0,,25395228000.0,2649896000.0,,,28045124000.0,139487000.0,100851000.0,7885675000.0,17325823000.0,25211498000.0,,,,,,,,,,,,,,,,,,,,,,,,,2826861000.0,,,,,,,,,1
32,605580.SH,20210818,20210818,20200630,1,1,2,,,183671359.71,3673353.23,,,,,,,,,,,,4224482.98,191569195.92,123880162.61,10295719.02,14713070.85,,,,,,7235211.9,156124164.38,35445031.54,,,,,,,24624045.13,,,,,24624045.13,-24624045.13,171555000.0,,,171555000.0,-7259051.7498,111440387.05,57868363.0,,500000.0,169808750.05,1746249.95,,12567236.36,19923595.81,32490832.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
33,605599.SH,20210818,20210818,20200630,1,1,2,166046288.45,10339621.84,3544047936.53,,,,,,,,,,,,,395340687.57,3939388624.1,2829501096.29,115983552.16,188869923.43,,,,,,249338151.43,3383692723.31,555695900.79,655153045.49,,360000.0,,,655513045.49,23196220.27,,,1200100000.0,,1223296220.27,-567783174.78,,,,,295492544.1134,,,,10339621.84,10339621.84,-10339621.84,,-22426895.83,367472490.44,345045594.61,,,,,6952210.29,593600.16,7479088.08,,,,,-3854851.51,-4006672.07,60431.27,2795199.17,434932204.15,93178343.01,-202969923.33,,555695900.79,,,,-22426895.83,,,9403.75,,,345045594.61,367472490.44,,,1
34,605089.SH,20210819,20210819,20200630,1,1,2,52331470.27,,302249400.13,,,,,,,,,,,,,3081910.83,305331310.96,187683783.12,24318304.61,11429164.55,,,,,,8352036.94,231783289.22,73548021.74,,,,344500.0,,344500.0,1645816.13,,,,,1645816.13,-1301316.13,,,,,,,,,,,,,72246705.61,210599521.08,282846226.69,,,,29463.61,1207200.76,149586.54,343033.62,,,-90120.06,677.05,,,-7290.91,,23377977.32,-4286990.93,493014.47,,73548021.74,,,,72246705.61,,,,,,282846226.69,210599521.08,,,0
35,688303.SH,20210819,20210819,20200630,1,1,2,309514906.79,72132651.45,1191135783.15,17861339.33,,,,,,,,,,,,466344484.6,1675341607.08,1369476734.11,142843602.84,52217949.77,,,,,,237129375.21,1801667661.93,-126326054.85,,,,,,,208989565.32,,,,,208989565.32,-208989565.32,330000000.0,,641099899.23,1230784344.05,,410000000.0,56852303.24,,161000000.0,627852303.24,602932040.81,125.7,267616546.34,348470176.14,616086722.48,259684444.82,,,13496555.5,230629354.48,2252142.79,,,,,2104109.21,,,,-8077302.8,21391085.03,-916604014.46,129030949.17,,-126326054.85,,,,267616546.34,,,,,,616086722.48,348470176.14,,,0
36,601728.SH,20210819,20210819,20200630,1,1,2,,,190011000000.0,97000000.0,,,,,,,,,,,,10722000000.0,200830000000.0,68425000000.0,24255000000.0,1955000000.0,,,,,,39515000000.0,134150000000.0,66680000000.0,3988000000.0,36000000.0,578000000.0,266000000.0,,4868000000.0,31199000000.0,21000000.0,,2712000000.0,,33932000000.0,-29064000000.0,32755000000.0,,204000000.0,32959000000.0,-2365626925.2193,62320000000.0,1973000000.0,,5160000000.0,69453000000.0,-36494000000.0,30000000.0,1152000000.0,20791000000.0,21943000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
37,301057.SZ,20210819,20210819,20200630,1,1,2,17781817.08,818254.73,227092868.29,1600773.26,,,,,,,,,,,,1670843.71,230364485.26,151528826.58,20183319.91,6375847.55,,,,,,15431299.43,193519293.47,36845191.79,,,600000.0,287787.67,,887787.67,17792851.65,,,,,17792851.65,-16905063.98,52900000.0,,,52900000.0,24056448.1757,81800000.0,947834.53,,1396226.41,84144060.94,-31244060.94,67389.35,-11236543.78,34319529.62,23082985.84,,,,655975.44,9787406.87,171384.54,,,,,410118.31,,-600000.0,226563.67,,-11745649.83,-10777537.94,30673607.29,,36845191.79,,,,-11236543.78,,,-556748.37,,,23082985.84,34319529.62,,,1
38,688087.SH,20210820,20210820,20200630,1,1,2,111986908.52,9567031.74,688963428.66,27950458.61,,,,,,,,,,,,5400228.8,722314116.07,403054875.15,107513884.89,10394218.1,,,,,,69823231.45,590786209.59,131527906.48,5707534.53,191420000.0,358252.57,126872.23,,197612659.33,44810489.15,215480000.0,,1500238.33,,261790727.48,-64178068.15,101778919.47,,1250000.0,153028919.47,,262123387.01,6263802.22,,11250000.0,279637189.23,-126608269.76,-10906842.64,-70165274.07,191102559.46,120937285.39,50000000.0,,,443426.75,25727522.97,2476075.53,13513.5,,,,865402.68,37923.33,-252803.7,-480965.65,-103095.67,-21922693.48,-9198571.41,7203420.77,,131527906.48,,,,-70165274.07,,,,,,120937285.39,191102559.46,,,0
