,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
17,301015.SZ,20210609,20210609,20200331,1,1,1,-45985913.83,13633183.02,936529574.33,,,,,,,,,,,,,12981835.5,949511409.83,1145285511.05,100317707.21,66415814.81,,,,,,183469425.1,1495488458.17,-545977048.34,,57000000.0,36706.86,,,57036706.86,1796510.8,59081600.0,,,,60878110.8,-3841403.94,369745312.0,,73569969.37,443315281.37,,79047934.05,13300504.84,,969516.78,93317955.67,349997325.7,-6519.99,-199827646.57,802079531.56,602251884.99,,,,435428.77,3650446.06,862725.77,802834.87,,,-120915.12,,,-238600.21,1581074.73,-420096.05,-128426388.68,-571164673.1,175542910.75,,-545977048.34,,,,-199827646.57,,,1539569.64,,,601783499.28,801245130.97,468385.71,834400.59,1
18,605056.SH,20210609,20210609,20200331,1,1,1,,,476659892.15,289615.45,,,,,,,,,,,,4077898.71,481027406.31,273026076.04,95870054.52,77509007.59,,,,,,26583405.01,472988543.16,8038863.15,,,,404705.08,,404705.08,10263229.58,,,100000000.0,,110263229.58,-109858524.5,,,,,,24900000.0,506247.87,,,25406247.87,-25406247.87,16897.38,-127209011.84,218826175.5,91617163.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19,600905.SH,20210609,20210609,20200331,1,1,1,,,1382565923.35,11470128.78,,,,,,,,,,,,49041372.55,1443077424.68,71328059.45,119531175.93,164197088.57,,,,,,96513680.49,451570004.44,991507420.24,697184.92,,6400674.62,14967382.0,393504200.09,415569441.63,2965250894.44,78000000.0,116286228.29,,,3159537122.73,-2743967681.1,6859560031.53,,182500000.0,7256030031.53,-5785723794.2,4707541387.99,479587660.93,394000.0,540747995.41,5727877044.33,1528152987.2,-7574.14,-224314847.8,4106083135.94,3881768288.14,213970000.0,213970000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20,301016.SZ,20210610,20210610,20200331,1,1,1,27171177.68,384854.17,37453874.11,202618.88,,,,,,,,,,,,938586.37,38595079.36,21963514.95,14945568.01,6614704.78,,,,,,6124095.53,49647883.27,-11052803.91,,24500000.0,,,,24500000.0,32931313.51,30000000.0,,,,62931313.51,-38431313.51,,,753211.9,753211.9,,,384854.17,,,384854.17,368357.73,-82134.6,-49197894.29,63987480.87,14789586.58,,,,462124.09,2411637.32,290544.23,,,,,6571.76,,,-79470.61,,18405177.21,-33419837.03,-26813355.87,,-11052803.91,,,,-49197894.29,,,218398.14,,,14789586.58,63987480.87,,,1
21,688161.SH,20210610,20210610,20200331,1,1,1,,,329687914.15,,,,,,,,,,,,,51521379.39,381209293.54,74861317.75,78999456.62,64124721.41,,,,,,91936803.08,309922298.86,71286994.68,615067.82,,,,,615067.82,18869882.48,5000000.0,,,,23869882.48,-23254814.66,,,10000000.0,10000000.0,,,631800000.0,,12000000.0,643800000.0,-633800000.0,-8435.15,-585776255.13,1811766877.99,1225990622.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
22,301017.SZ,20210610,20210610,20200331,1,1,1,13306514.96,1796312.5,1334904860.12,,,,,,,,,,,,,12987793.25,1347892653.37,1088787859.6,151525185.3,88994833.08,,,,,,62777110.0,1392084987.98,-44192334.61,,,,9800.0,,9800.0,29791692.94,,,557990.22,,30349683.16,-30339883.16,180000000.0,,,180000000.0,,90000000.0,1601152.78,,,91601152.78,88398847.22,,13866629.45,312458637.34,326325266.79,,,,2611054.33,7222237.24,1888210.25,8762572.2,,,,2257.83,200000.0,282554.51,-10587681.25,-240273.72,-162957879.45,-214142869.03,266963661.94,,-44192334.61,,,,13866629.45,,,40700993.08,,,326325266.79,312458637.34,,,1
23,601921.SH,20210610,20210610,20200331,1,1,1,,,981070272.25,,,,,,,,,,,,,420725850.23,1401796122.48,820854826.17,359762738.44,69375140.63,,,,,,28871152.89,1278863858.13,122932264.35,,,188008173.33,8091117.31,,196099290.64,92506827.79,65850000.0,,,,158356827.79,37742462.85,18695918.0,,,18695918.0,,7013750.0,1587443.22,,,8601193.22,10094724.78,-3605.98,170765846.0,4502063532.31,4672829378.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
24,001219.SZ,20210610,20210610,20200331,1,1,1,18675270.36,-637.64,127141674.6,,,,,,,,,,,,,889817.9,128031492.5,74481479.61,15389822.13,8908124.48,,,,,,5605378.69,104384804.91,23646687.59,2462500.0,150000000.0,3501927.38,,,155964427.38,358724.06,170000000.0,,,,170358724.06,-14394296.68,,,,,,,14910.0,,1396226.42,1411136.42,-1411136.42,637.64,7841892.13,138433432.41,146275324.54,,,,,1949259.87,95127.78,,,,,,-1201424.66,-3501927.38,142778.15,,1542444.36,4919030.59,1495407.79,,23646687.59,,,,7841892.13,,,-468641.63,,,146275324.54,138433432.41,,,1
25,688499.SH,20210610,20210610,20200331,1,1,1,6602617.46,4054994.88,230354819.11,1042692.03,,,,,,,,,,,,4306131.92,235703643.06,149590638.4,67928316.79,284397.61,,,,,,13956981.67,231760334.47,3943308.59,,,,1575.23,,1575.23,20879252.14,,,,,20879252.14,-20877676.91,105713187.08,,,385713187.08,,37336349.0,2636871.78,,110849.06,40084069.84,345629117.24,126498.57,328821247.49,226141673.44,554962920.93,280000000.0,,,6417.21,5310296.97,590145.78,1663773.84,,,,20275.0,,,-3565410.27,,-128420041.43,-74034475.77,193676951.7,,3943308.59,,,,,,,-1962236.78,,,,,,,1
26,688239.SH,20210615,20210615,20200331,1,1,1,16552828.66,5405135.6,98581871.82,11836208.19,,,,,,,,,,,,14142887.67,124560967.68,73399039.44,22992065.33,406107.96,,,,,,6665399.37,103462612.1,21098355.58,,,,12180.0,,12180.0,4859728.32,,,,,4859728.32,-4847548.32,25000000.0,,,25000000.0,,31500000.0,5094279.78,,8062521.9,44656801.68,-19656801.68,451784.89,-2954209.53,41674521.93,38720312.4,,,,3922238.23,5257302.73,449253.15,,,,,-3259.28,,,-70426.44,,-59420038.91,71525314.17,-16753975.55,,21098355.58,,,,-2954209.53,,,-5766016.78,,,38720312.4,41674521.93,,,1
27,301019.SZ,20210615,20210615,20200331,1,1,1,15181952.33,,80482670.1,,,,,,,,,,,,,1222356.85,81705026.95,51636300.08,18735529.68,25527749.25,,,,,,12608473.9,108508052.91,-26803025.96,,,,319478.33,,319478.33,679992.91,,,,,679992.91,-360514.58,,,,,,,5175000.0,,,5175000.0,-5175000.0,,-32338540.54,61054052.67,28715512.13,,,,235967.5,2060237.94,64213.97,213804.64,,,,,,,-56430.09,,-4319685.73,3967959.89,-44113745.64,,-26803025.96,,,,-32338540.54,,,188774.68,,,28715512.13,61054052.67,,,1
28,301018.SZ,20210615,20210615,20200331,1,1,1,-13900122.76,2823300.29,306828794.21,,,,,,,,,,,,,1616349.24,308445143.45,252417515.42,50008849.75,24056889.48,,,,,,17894838.62,344378093.27,-35932949.82,,160000000.0,122308.86,,,160122308.86,61696442.32,160000000.0,,,,221696442.32,-61574133.46,106840207.64,,45502664.32,152342871.96,,45000000.0,4234003.06,,42509409.6,91743412.66,60599459.3,54101.74,-36853522.24,197485763.3,160632241.06,,,,-4964846.3,4787841.49,1130513.77,158667.97,,,,,,-553844.95,-2486599.06,,-101222398.97,201808353.92,-123513815.22,,-35932949.82,,,,-36853522.24,,,,,,160632241.06,197485763.3,,,1
29,301020.SZ,20210616,20210616,20200331,1,1,1,12245946.35,,116773559.52,,,,,,,,,,,,,540161.35,117313720.87,23133847.39,22656754.73,7804051.58,,,,,,1139899.09,54734552.79,62579168.08,,,,,,,572704.57,,,,,572704.57,-572704.57,,,,,,,28481241.6,,,28481241.6,-28481241.6,,33525221.91,84172726.69,117697948.6,,,,,2449305.9,66149.4,,,,,,,,,,-7271182.87,77235120.64,-21474418.07,,62579168.08,,,,33525221.91,,,-671753.27,,,117697948.6,84172726.69,,,1
30,301021.SZ,20210616,20210616,20200331,1,1,1,-4667953.11,1309982.79,72019715.75,2360964.88,,,,,,,,,,,,1825281.54,76205962.17,31384567.54,25342421.28,15665615.11,,,,,,7161708.6,79554312.53,-3348350.36,,,,,,,3095102.2,35000000.0,,,,38095102.2,-38095102.2,10000000.0,,1323393.0,11323393.0,,16880564.1,1367539.69,,12008287.87,30256391.66,-18932998.66,268675.85,-60107775.37,162427282.89,102319507.52,,,,2823094.43,3447835.29,256016.78,415518.8,,,,4774.2,,,-877341.69,-6638.77,-10452524.65,3280926.66,1510530.86,,-3348350.36,,,,-60107775.37,,,412230.22,,,102319507.52,162427282.89,,,1
31,688226.SH,20210616,20210616,20200331,1,1,1,,,188285997.62,1691324.28,,,,,,,,,,,,9300196.21,199277518.11,168894266.93,23990091.36,5448026.08,,,,,,12271031.47,210603415.84,-11325897.73,,,,11723.2,,11723.2,2880202.12,300000.0,,,,3180202.12,-3168478.92,63000000.0,,,63000000.0,,70000000.0,3098102.95,,,73098102.95,-10098102.95,-238430.23,-24830909.83,93671009.92,68840100.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
32,301022.SZ,20210616,20210616,20200331,1,1,1,13952223.29,512916.83,78031105.62,1402819.42,,,,,,,,,,,,276086.06,79710011.1,63110291.74,21030457.07,4253024.92,,,,,,7293935.02,95687708.75,-15977697.65,127694.53,,,,,127694.53,5142902.18,,,,,5142902.18,-5015207.65,5000000.0,,,5000000.0,,,,,,,5000000.0,-423330.83,-16416236.13,27910345.39,11494109.26,,,,,3466428.71,419545.29,199259.68,,,,,,-58559.61,239895.15,,13841218.45,39486810.82,-87915741.41,,-15977697.65,,,,-16416236.13,,,-191805.52,,,11494109.26,27910345.39,,,1
33,001210.SZ,20210617,20210617,20200331,1,1,1,,,116637525.7,,,,,,,,,,,,,6769772.2,123407297.9,219195649.77,26065306.15,963752.12,,,,,,6440290.85,252664998.89,-129257700.99,,,,7500.0,,7500.0,20036857.17,,,,,20036857.17,-20029357.17,,,,,179544559.1433,,33258150.37,,,33258150.37,-33258150.37,,-182545208.53,330961845.25,148416636.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
34,688087.SH,20210618,20210618,20200331,1,1,1,,,241746130.61,15828898.21,,,,,,,,,,,,3116042.19,260691071.01,207825721.24,57251783.3,6546469.71,,,,,,31148639.18,302772613.43,-42081542.42,3018408.55,163920000.0,96655.01,754.38,,167035817.94,23300349.61,192580000.0,,1500238.33,,217380587.94,-50344770.0,61103887.91,,,111103887.91,-123484584.89,96935904.91,3185337.94,,11250000.0,111371242.85,-267354.94,-1772254.31,-94465921.67,191102559.46,96636637.79,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
35,688789.SH,20210621,20210621,20200331,1,1,1,,,102901269.79,3520678.53,,,,,,,,,,,,865232.55,107287180.87,100597830.52,21059389.23,6264544.53,,,,,,9828177.79,137749942.07,-30462761.2,68497463.77,110000000.0,1029335.74,,,179526799.51,17655236.07,170000000.0,,,,187655236.07,-8128436.56,,,,,,,,,,,,2709003.19,-35882194.57,147764372.07,111882177.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
36,301039.SZ,20210621,20210621,20200331,1,1,1,102700941.83,-4146953.23,4615033892.08,31000597.15,,,,,,,,,,,,117083728.74,4763118217.97,4062434590.17,469995170.65,105691955.47,,,,,,231403403.03,4869525119.32,-106406901.35,,,575180.0,42923681.57,,43498861.57,228400102.68,,,,,228400102.68,-184901241.11,576967639.62,,,576967639.62,,632993231.04,16541568.76,,14384972.48,663919772.28,-86952132.66,22560933.69,-355699341.43,3791160758.53,3435461417.1,,,,6245934.01,68178640.74,10082177.83,2779813.35,,,65082.82,,17744997.92,-7185334.24,-10618299.17,-2614523.45,-457962539.94,17324307.56,99467641.53,,-106406901.35,,,,-355699341.43,,,29298651.55,7417116.11,,3435461417.1,3791160758.53,,,1
37,688305.SH,20210622,20210622,20200331,1,1,1,-8473658.0,274895.83,16300388.52,,,,,,,,,,,,,32454752.33,48755140.85,38340660.69,10512922.43,422914.34,,,,,,5291651.79,54568149.25,-5813008.4,,10000000.0,202712.32,,,10202712.32,2493981.3,,,,,2493981.3,7708731.02,,,,,,,274895.83,,,274895.83,-274895.83,,1620826.79,53932607.49,55553434.28,,,,-105177.88,2565210.49,1424024.82,34663.06,,,,,,-522013.69,-2238873.83,,-34456483.95,-1727711.6,17290889.6,,-5813008.4,,,,1620826.79,,,785150.42,,,55553434.28,53932607.49,,,1
38,605020.SH,20210622,20210622,20200331,1,1,1,,,359079148.16,20929697.84,,,,,,,,,,,,33206519.03,413215365.03,351329257.9,50504124.13,8481465.23,,,,,,65946660.33,476261507.59,-63046142.56,,45277482.44,,146900.0,,45424382.44,49119795.54,69799782.44,,,,118919577.98,-73495195.54,186700000.0,,,186700000.0,,52430000.0,4106771.56,,754716.96,57291488.52,129408511.48,5924259.8,-1208566.82,91323744.37,90115177.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
39,301023.SZ,20210623,20210623,20200331,1,1,1,,,43810467.95,,,,,,,,,,,,,3307123.24,47117591.19,18003934.86,10046731.97,7098456.07,,,,,,700203.23,35849326.13,11268265.06,100299000.0,12000000.0,265745.08,,,112564745.08,370452.83,50000000.0,,58500000.0,,108870452.83,3694292.25,,,,,,,6431880.0,,,6431880.0,-6431880.0,987200.68,9517877.99,58946194.78,68464072.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40,688799.SH,20210623,20210623,20200331,1,1,1,,,176987651.73,211502.21,,,,,,,,,,,,5133264.6,182332418.54,50711252.69,19826326.57,16793503.21,,,,,,79075113.51,166406195.98,15926222.56,,20000000.0,90232.88,,,20090232.88,7262764.02,66000000.0,,,,73262764.02,-53172531.14,,,,,,,15936000.0,,,15936000.0,-15936000.0,49027.71,-53133280.87,70928531.06,17795250.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
