No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,alpha,hsigma_barra,beta_barra,BIAS,BLEV_barra,BP,BTOP_barra,CETOP_Barra,DEA,DIF,DP,DTOA_barra,EP,ETOP_barra,G/PE,LNCAP_barra,MACD,MLEV_barra,M_reverse_180,M_reverse_20,M_reverse_60,NCFP,OCFP,OCF_G_q,PSY,Profit_G_q,ROA_q,ROA_ttm,ROE_G_q,ROE_q,ROE_ttm,RSI,SP,STOA_Barra,STOM_Barra,STOQ_Barra,Sales_G_q,assetturnover_q,assetturnover_ttm,bias_turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,cashratio,cmra_barra,currentratio,dastd_barra,debtequityratio,epcut_ttm,exp_wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,financial_leverage,grossprofitmargin_q,grossprofitmargin_ttm,holder_avgpctchange,momentum_barra,nonlinearsize_barra,operationcashflowratio_q,operationcashflowratio_ttm,profitmargin_q,profitmargin_ttm,return_12m,return_1m,return_3m,return_6m,std_12m,std_1m,std_3m,std_6m,turn_12m,turn_1m,turn_3m,turn_6m,wgt_return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m
362,000951.SZ,中国重汽,1999/11/25,汽车,汽车,7138622010,TRUE,1.265822785,0.828780999,0.101382946,2.072782451,1.700788207,1.865837742,-0.793345059,-0.992557255,1.479263492,-0.133532298,0.749470594,-1.569775389,1.295233667,1.014000766,1.038635759,-0.08108212,0.41125915,1.677544771,-0.163929882,-0.952265969,0.373561319,1.92643001,0.442020194,1.39440678,0.324252475,0.787305726,-0.537293199,-0.534632169,-0.263837101,-0.23805219,-0.181470423,1.489012403,2.114524813,1.875897311,0.917144809,0.464434556,1.095501292,-0.423862154,0.628437116,1.599957513,2.319297298,1.14940973,1.577155002,2.23388148,0.808897983,0.484489713,-0.078013116,1.555426004,0.300168638,1.312898479,0.492568092,1.290601659,0.80721401,0.545231023,2.190996244,-0.699824848,-0.676709804,-1.500510633,-0.162166158,-0.896871237,2.18637208,0.403238838,-0.468183181,-0.500884377,-0.756372394,1.68888823,0.550055895,0.042109247,1.561314554,0.385050541,1.563642501,1.491989381,0.61722093,0.299993621,0.468757428,0.793452996,0.591675656,0.645253067,0.683866046,0.252469007
363,000952.SZ,广济药业,1999/11/12,医药,医药生物,2242696121,TRUE,1.340782123,-0.976696582,0.036703198,1.757667066,0.263482103,-0.380346801,-0.002143703,-0.724166194,0.62609895,-1.211187514,-0.928337184,0.922733576,-0.870937122,1.628412196,1.630300791,0.971995682,-0.030776855,0.225643762,-0.381261999,-0.699436158,0.396133001,-1.322791821,0.503021826,0.97055668,-0.425261981,-0.457071728,-0.823605417,0.089802058,2.481714246,-0.721479373,-0.146635271,1.591881102,0.611425422,-0.439345563,1.519074865,0.537968756,0.828013081,-1.628393868,-0.705424433,-0.079500192,0.734183873,-0.747671126,-0.243199419,-0.055281218,0.492377329,0.26067217,-0.413053765,1.219158668,-0.321273324,1.709807175,0.148536573,2.057084556,1.253788728,0.456186332,-0.77015807,-0.397727737,1.077686345,-0.643353018,-1.443320995,0.069354975,0.313694937,-0.101484245,0.467353854,2.19973072,-1.611917968,-0.151814547,0.414757379,-2.198811072,1.548509372,1.041877754,0.715877833,1.161063369,1.474133103,-0.228621944,0.403996045,0.612669383,0.859504124,0.665116348,0.294778577,-0.602046736
364,000953.SZ,河池化工,1999/12/2,基础化工,化工,1387960543,FALSE,-10.80508475,1.212868197,0.546370102,-0.831668368,-0.011007438,0.119209669,-1.267385823,-1.723667156,0.07679286,0.370053113,0.021130934,-0.812972971,1.07179198,-0.464582595,-0.46532135,-0.574948916,-0.158164034,-0.615303284,1.032354907,-0.378543145,-0.284245639,-0.153456435,0.666448898,-0.449761728,-0.280477566,0.543226334,0.058327515,-0.21179736,-0.546131301,0.167632536,-0.156589504,-0.27585458,0.876923459,-0.749253912,-0.299729958,-0.648328214,-0.286550084,-1.086865342,-0.701424139,-0.440520194,-0.656901532,-1.253689278,-0.807402288,-0.702763425,-0.834066397,-0.842293094,-0.450224963,-0.04131956,1.067760269,-0.26756633,0.056381948,-0.23421438,0.016563583,0.066432019,1.080095189,-0.26299496,-0.884564914,0.487390237,0.996812244,0.447590551,0.850391504,0.455769884,0.125836412,-0.006895539,0.558153187,-0.395518517,2.127543563,0.988640009,0.317526755,-0.547741756,0.052335095,-0.083026822,-0.554443377,-1.376162326,-0.825401396,-0.675909944,-0.118207615,-0.165443495,0.10705053,-0.104287086
365,000955.SZ,欣龙控股,1999/12/9,纺织服装,纺织服装,1137422000,TRUE,-1.199040767,-1.305096321,0.65868281,1.363276625,-0.677940885,1.008296151,-1.315731866,-0.979403582,-0.041613295,-0.694754495,-0.669671391,-0.909008164,0.490210357,-2.108011387,-2.110611362,-2.033749776,-0.093400259,-0.165548895,1.027092354,0.258641117,0.213407001,0.892179614,0.437358794,-0.044713675,1.972356864,-0.842385959,0.237059914,-1.405587124,-2.433642174,0.453008026,-1.181701433,-2.260748794,0.03217993,-1.337185307,3.003269073,1.338600673,1.950240392,-0.707659936,-1.388493698,-1.399674605,2.101608413,0.253799148,0.743675605,1.116346344,-1.075509508,3.108011496,-0.909369218,1.61093634,2.54936232,-1.786786736,1.14827989,0.654373414,0.062085988,0.47735345,0.123459617,-0.179396276,-0.581361171,-1.235213438,-0.98478249,0.362846348,-0.490674061,-0.553657189,-2.284213355,-2.223423992,-0.89222588,-0.897925074,-1.212821889,-2.30620707,2.744119693,0.714657628,0.645976553,1.545302545,2.857841925,2.243539848,2.979494926,2.817974202,2.479700514,-0.112154295,1.748365591,0.153409255
366,000957.SZ,中通客车,2000/1/13,汽车,汽车,994565641.5,TRUE,21.47806005,0.836764609,0.420151192,0.038842542,-0.028601347,-0.501803269,-0.266772527,0.503054662,-0.264695615,-0.186849086,-0.207346946,-0.910703052,0.62418784,-0.188388642,-0.165740459,0.156346352,-0.265944086,-0.249213775,-0.586104149,-1.026617132,-0.569132236,0.39881453,-0.165471453,-0.293313283,1.064230254,0.232943165,0.194530271,0.335295273,-0.171957205,0.518185817,0.570680723,-0.037249509,0.573305421,0.639398216,-0.420687288,-0.265787037,0.162960195,1.322894185,1.641591321,0.46984157,-0.536129178,0.007160189,0.095571712,-0.130068383,-0.342485435,-0.260398381,-0.146968521,0.271076182,-0.608904391,-0.049791066,0.339625054,-0.105062,0.096376882,0.195063256,0.495691403,-0.036146657,-0.102667854,0.373413608,0.973110319,0.624925942,2.100064518,-0.112562865,0.254413586,0.073842182,0.69496802,-0.087181248,0.267512345,0.588064489,0.036970294,-0.323786462,0.573574248,0.241143355,-0.574246471,-0.138505914,-0.09946571,-0.294317726,0.358916312,0.006036241,0.370975367,0.580218041
367,000958.SZ,东方热电,1999/12/23,电力及公用事业,公用事业,1012259300,TRUE,8.022922636,-1.422642786,0.913481795,-0.057223635,-0.336508071,1.11251464,1.459410058,-0.363288281,-0.084052812,-0.427337718,-0.443951324,-0.875656539,0.402703923,-1.919768976,-1.917572389,-2.179157931,-0.244438881,-0.090878222,0.857258352,-0.482800444,-0.557421032,-0.238561284,-0.472114621,1.054798938,-0.169776547,-1.338068422,-0.920002668,-1.982384776,-1.147510353,2.393131591,-1.828333959,-1.919811285,-0.071341552,0.405296383,0.301330203,-0.3168661,0.225143528,-0.626922037,-0.298153841,-0.039994535,-0.229823364,-0.396952952,-0.232332431,-0.179017475,-0.605265504,2.996929164,-0.739204002,0.831855776,1.043984516,-1.993959269,0.055566168,-0.299791277,-0.350635951,-0.14065125,0.196098504,-1.592509491,-1.540065016,0.601531953,-1.300002975,0.40417618,-0.38503383,-1.023298489,-1.835711528,-2.008214898,-1.102829375,-0.40924591,-0.743474344,-1.59753347,1.332188749,0.204749926,0.467483794,0.831514167,-0.151066425,-0.500846831,-0.234438807,-0.202357338,0.240980317,-0.393519054,0.08320115,0.310119143
368,000959.SZ,首钢股份,1999/12/16,钢铁,钢铁,9522548643,TRUE,8,-0.849897305,-2.054182904,-1.254344327,-0.415189817,0.924318363,0.344731372,2.45225077,-0.535432561,-0.650100847,-0.729980222,0.923956734,-0.008291996,-0.889970725,-0.88972533,-0.454553015,0.308174842,-0.467238722,1.305795537,-1.150868013,-0.893646166,-1.398720537,-1.828406689,-0.207233619,-1.245400367,-0.712977723,-0.685160882,-0.978441395,-0.572387623,-0.546780657,-1.060342274,-0.748529695,1.573614867,0.81371029,-1.790203309,-2.177958442,-2.017285426,-1.607663548,-0.475901799,0.128161003,-1.847016063,-1.476353964,-1.615153899,-1.574603885,0.296699756,-2.024093539,-0.207418004,-2.191395925,1.090634367,-0.805963478,-1.077571476,-0.72677154,-0.968301006,-1.074510838,-0.278954161,-0.659364404,-0.67676596,0.433829357,-0.383502603,-0.896577167,-1.850823844,-0.058034518,-0.532848872,-0.459970663,-0.019831881,-0.585831326,-1.262967856,-0.279264378,-1.651529901,-2.115224484,-2.429584304,-1.916261578,-1.124908095,-1.267441687,-1.2576978,-1.151560049,-0.795578193,-1.02131576,-1.169315569,-1.030723412
369,000960.SZ,锡业股份,2000/2/21,有色金属,有色金属,8394295031,TRUE,8.573655495,-0.287540476,1.213710364,1.513878289,0.198885441,1.227939019,-0.428203636,0.07761341,0.406448728,-0.504292926,-0.108288471,-0.652291314,0.770737889,0.66939755,0.67054066,0.063522083,0.253628173,0.402588569,0.260050127,-0.440412175,0.942495679,2.318096348,-0.246895718,-1.241677847,0.231880223,-0.949309612,-0.026860423,0.432691644,0.682785423,0.109045734,0.959822529,0.8903743,0.610176362,0.424131127,1.459029135,1.543376186,1.450224586,-0.397965291,0.440269362,1.166184985,2.474546584,2.191832797,1.698995123,2.09288111,-0.767920729,1.025196891,-0.368763589,1.783206778,0.736101922,0.867018142,1.35929343,0.081685964,1.0287497,1.274425608,0.585524505,-0.273102214,-0.297699558,-1.342976605,-0.657906431,-0.592461042,-0.137983816,-0.359952023,0.174977784,-0.023115262,-0.714417167,1.016843988,-0.174737354,-0.790569395,1.586353379,2.029858852,1.761414836,1.526297845,1.85167275,2.212233912,1.603009676,1.873305716,1.447725604,1.911137657,1.126925573,1.260807612
370,000961.SZ,大连金牛,2000/3/1,房地产,房地产,1713021000,FALSE,-7.368421053,1.947578853,0.849775603,-0.233719905,0.806176422,-1.525062447,0.926428214,-0.21688873,3.611405825,0.18777498,-0.231323749,-0.534560666,0.740307659,-0.478235154,-0.478964735,-0.301846324,-0.105505189,-0.859678755,-1.683199934,-1.231796999,0.950465777,-0.687827401,-0.801412902,2.237460124,2.368022006,-0.015118042,0.20124995,0.03573633,-0.322475775,0.377011163,0.079746329,-0.560699041,1.378939939,3.368620078,-0.076999052,0.521208878,0.33183596,0.15174867,1.767597797,1.786176048,0.32272021,0.451508102,0.68397098,0.545817737,-0.27133601,-0.861288957,-1.81201184,0.352320079,-1.713342294,-0.099730822,0.936144626,2.159926048,1.216968171,1.201520845,0.657441696,-2.004268614,-2.17985352,1.375490306,1.772863711,0.262450271,0.478734238,2.767431391,-0.197628799,-0.654165271,0.831049525,0.68130154,2.189082167,0.898488928,-0.625767708,0.721499197,0.033849575,0.238688782,-0.316110329,-0.059132295,0.00918388,-0.111612386,-0.702246819,0.309877083,1.023055573,0.619351792
371,000962.SZ,东方钽业,2000/1/20,有色金属,有色金属,2573208000,TRUE,16.32653061,0.346558874,-0.300511331,0.467945991,0.820001285,-0.208484622,-0.001943476,0.01875775,-1.522594103,0.007554973,0.320745571,0.787928527,-0.726397129,-0.313665113,-0.314027366,-0.042744123,-0.15263109,0.424190714,-0.190025453,-0.411674148,1.199000442,-0.419303933,-0.786983741,-1.65141034,-1.575269013,0.854464708,0.000536968,-0.171150235,-0.761852423,0.151160819,-0.215279418,-0.375911482,0.86707797,-1.128296603,-0.044759851,-0.288456565,-0.664321714,0.200965644,-0.804629084,-1.074852283,0.131335998,-0.111180775,-0.524509805,-0.35919457,0.640346786,-0.07041112,1.563052594,0.006617316,-0.276436766,-0.128645286,-0.187873611,0.922950455,0.823573695,0.304040345,-0.725575098,-0.218314306,0.120075865,0.914614106,0.050181541,0.211127232,-2.15698167,-1.333234161,0.306626364,0.494262489,-0.362795665,0.962181293,0.365097824,0.018028787,0.195680156,0.92154202,-0.199237353,-0.078598654,-0.072545981,-0.191494021,-0.570941641,-0.429793777,-1.20067377,0.961185894,-0.364427658,-0.896817192
372,000963.SZ,华东医药,2000/1/27,医药,医药生物,4470817907,TRUE,-0.837209302,-0.402629449,0.641964961,-0.762597643,-1.876877623,-0.522635394,-0.746153391,0.46391739,-0.638375307,1.0254406,-0.269815256,-0.884663626,1.884742775,0.23535223,0.2357639,-0.306189272,0.20626265,-2.044841597,-0.42702569,-1.321805482,-0.849180309,0.283721076,-0.33332504,0.10951334,-1.660090024,-1.657637382,-0.081474542,-0.215005408,0.423597232,-0.096383139,0.68998818,1.495939962,-1.5455601,1.206705984,-1.180789452,-1.281731648,-0.835542729,-0.061813162,2.894190908,2.555703983,-1.504361009,-1.216152438,-1.054333881,-1.219923518,-1.023866689,0.284636137,-0.83799321,0.063413416,-0.523076497,0.327131111,-0.597529018,-1.119606935,-1.008222987,-0.774315495,2.258642503,-1.316202133,-1.363157798,2.650998904,0.001353652,-0.575052651,-1.230695863,-0.17220018,-0.740898683,-0.665728385,0.074104057,-1.438829103,0.336086503,-0.623821374,-0.110627231,-1.14680031,0.229464506,0.188887394,-0.945938576,-1.024875079,-0.857783863,-0.922652852,-0.590859784,-1.12867927,-0.337119658,-0.372880837
373,000965.SZ,天保基建,2000/4/6,房地产,房地产,2498567954,TRUE,3.640776699,0.73906018,0.868120431,-0.27567518,0.225778685,-1.178497788,2.875164755,-0.307720686,0.148128081,-0.174960169,-0.372251179,-0.660779278,-1.459816152,0.396002394,0.396424523,-2.471184915,0.024185662,-0.515916023,-1.278295455,-1.445253954,0.521169221,-0.241052026,0.058319475,0.191658893,-1.148041243,-0.022602354,1.934597354,0.291461212,2.098367223,2.278638268,0.096485479,1.262050009,1.054165592,-0.406587574,-0.330893085,0.679484239,0.250742802,0.19371631,-0.322573881,0.304419903,2.38143803,2.769760408,2.597633014,2.574535487,-0.40045591,-0.926345239,0.447303234,0.213689692,-1.37610024,0.426082861,0.651126988,0.483841594,0.985352934,0.867574885,-1.346923861,1.533887108,0.949015326,-0.097769427,0.544721864,-0.095518257,-1.556242893,0.1644133,2.260091197,1.831319598,0.768789939,0.307221938,0.138206917,0.915822441,-0.918346567,1.642729299,0.239276719,-0.043826872,-0.457771334,0.409886598,0.280626706,-0.081032457,0.334354779,0.661291379,0.3749345,0.534693311
374,000966.SZ,长源电力,2000/3/16,电力及公用事业,公用事业,1745547426,TRUE,25.81602374,-0.444109915,-1.328889724,-0.780463705,0.442326391,0.960877106,2.034584394,0.455412017,-1.34970127,-0.21046601,-0.308395621,-1.057860127,1.438891322,-2.132811915,-2.130719296,2.020463164,-0.057222923,-0.190007837,0.796402324,-1.511673184,0.188387767,-1.127239588,-0.569377549,1.265770313,-0.890644342,-0.161986067,-1.887772002,-2.168787125,-0.746510355,-2.128222782,-2.046281464,-2.176338588,1.606455648,3.006536484,-1.051275376,-1.402773098,-1.01116512,-0.321351292,-0.056662753,0.042224894,-0.716030381,-0.682261532,-0.551685693,-0.657052629,-0.375269552,-0.646945979,-0.112467374,-1.568983467,0.962278727,-2.222057458,-0.757569214,-0.100257492,-0.4806711,-0.651655383,2.379617399,-1.825652715,-1.492573106,0.359131092,-0.575147508,0.033966943,-0.230981983,-0.893956533,-2.029037309,-1.748421101,-0.63406152,0.070838389,0.380455246,-0.066150921,-1.406894349,-0.928967712,-1.621803271,-1.564311131,-0.964120016,-0.957070807,-0.857525566,-0.918946034,-0.976378153,-0.507385626,-0.728199073,-0.782744099
375,000967.SZ,上风高科,2000/3/30,电力设备,公用事业,789939612,TRUE,2.551020408,-0.89575721,-0.816922041,-0.83530039,-0.635420765,-0.321172355,0.674877526,0.76972023,-0.683410959,-1.064540142,-0.845315968,-0.295811584,-0.241518199,-0.080289278,-0.080885166,-0.286511443,-0.440758471,-0.029759312,-0.346077986,-0.443720527,0.426328774,-0.065564329,-1.541945481,-2.305524745,-1.057638503,-0.489922888,-0.493336645,-0.111488191,0.005776759,-0.590501853,-0.317093262,-0.424407667,-1.832782222,1.809301832,-0.90847115,-0.361054766,-0.612755719,-0.370354446,1.290388215,1.604573314,-0.16760088,0.582122648,0.245584824,0.112961438,0.324358786,-0.592628933,-0.083191787,-1.042998691,-0.458494289,-0.635246685,-0.712904003,-0.377435562,-0.712685976,-0.745391193,-0.592572457,-0.745519177,-0.804412036,-0.624656037,-0.35120887,0.697252856,-2.121944155,-2.077401144,-0.219229917,-0.251016913,-0.314018876,-1.035091801,-1.083654892,0.119991723,-0.530098913,-2.211529547,-1.202209967,-0.489120589,-0.975950068,-0.383567612,-0.704715124,-0.763868456,-0.631845821,-0.809069302,-0.724462154,-0.414602687
376,000968.SZ,煤气化,2000/6/22,煤炭,采掘,6267713400,TRUE,-6.801619433,0.512617621,-0.248652973,0.791383673,0.923948459,-1.051907305,-0.061177947,-0.48562996,-0.722349358,-0.311036739,-0.318760269,-0.209914449,-0.398771897,1.44492479,1.447142637,0.663011421,0.102226353,-0.258836877,-0.985769939,0.069769764,1.032198664,1.189659924,-0.288873685,-0.175031752,-0.624434594,-0.159755007,1.182338158,0.943972694,1.287599801,1.270402706,1.006374847,1.189783203,0.266667393,-0.046202581,0.381805223,-0.26489241,0.651113388,0.02300121,0.376360103,0.345230286,-0.252266474,-0.879209535,-0.114614714,0.19396845,0.4132338,0.203502138,-0.149991669,0.277871016,-1.135508394,1.542458443,0.522226908,1.073905149,1.140893236,0.794932866,-0.470323563,0.511170908,0.407382953,-0.912915938,0.818075975,-0.755129263,-0.256993543,-0.235883986,1.148685514,0.75050201,0.306864397,0.207362788,0.587351478,-0.442288367,0.250311166,0.228973438,0.377385333,0.375870975,0.127466649,-0.743262413,0.284699532,0.589472875,-0.099462138,0.255218208,0.944100687,-0.136089989
377,000969.SZ,安泰科技,2000/5/29,有色金属,有色金属,6032074506,TRUE,8.231046931,2.333313155,1.201621992,0.987224575,0.119929751,0.016041923,-0.610400278,-0.223718835,-0.586503356,1.526630324,1.421232495,-0.695311063,-0.237326729,-0.711735724,-0.712338344,-0.19722607,0.140085298,0.269362661,-0.460581965,-0.096487649,0.548275892,1.429394031,-0.318434681,-0.489398711,-1.418562309,-0.942757182,0.321713904,0.137048768,-0.540484199,0.648834465,0.034448887,-0.555319464,0.727527612,-0.865620103,0.838685971,0.322364458,0.704849321,0.194041417,-0.328579419,-0.548272452,0.6610603,-0.307872278,-0.120596987,-0.090662423,-0.230664316,-0.77689472,0.383435808,1.412448561,-0.399290101,-0.520258867,0.253630099,-0.488059395,0.155928179,0.249959065,-0.424623081,-0.328398439,-0.29107718,0.783340048,1.96653107,-0.494738929,-0.600301453,0.117895769,0.146739704,-0.11090994,3.307829909,0.191300432,2.698395707,0.967283976,1.140275786,0.643929094,1.93090046,1.346014415,0.706485996,-0.07695748,0.105521101,0.130081109,1.000795964,0.995904307,0.320890739,0.244886866
378,000970.SZ,中科三环,2000/4/20,电子元器件,有色金属,2984688000,TRUE,-11.40065147,1.456116111,1.001859162,0.761701397,2.296295214,-0.585292507,-0.713959367,-0.311505623,1.067684643,2.162033122,1.809924212,1.136448638,0.024520114,0.653423878,0.654011026,-0.046474205,0.181063455,1.668736531,-0.636814753,-0.13481366,0.427578739,1.473607144,0.865480099,0.634383395,1.149030172,0.18736543,0.251236348,0.794792271,1.207495057,0.501599256,0.731372604,0.672549672,1.901249833,-0.216882185,0.207582909,1.659538129,0.261916098,-0.132035466,0.237086751,0.214542775,0.20606551,2.316329993,0.427953029,0.302382082,-0.235240476,-0.076432558,-0.183398761,0.981929391,-0.504892231,0.746007305,2.146381503,1.776134277,2.248846152,2.706361105,-0.191340109,0.258691635,0.291212799,0.855572192,0.360307223,-0.377274919,0.093632903,0.531590991,0.238614752,0.374265407,-0.52062676,2.38294956,1.745743878,0.547407739,0.495778273,2.352326793,1.068507448,0.773195137,0.307337154,2.314848825,0.571599696,0.431773318,0.554246234,2.21598665,1.360955235,1.256311539
379,000972.SZ,新中基,2000/9/26,农林牧渔,农林牧渔,2614988463,TRUE,4.4546851,-0.394052,0.068319299,1.2675955,-0.472569401,2.336241107,0.307342721,-0.905798449,-0.738378407,0.216811009,0.066547761,-0.200635684,1.501278324,0.080514332,0.080502183,-0.282632822,0.01937454,-0.334108715,2.404015112,-1.059966793,-2.263397234,-0.811565573,-0.158091335,-0.536207998,-2.407190052,-1.093593041,-1.917717822,-0.486748865,-0.263937564,2.187160916,-0.636492588,-0.212028501,-0.957059648,0.533518119,-0.949860094,-0.402237266,-0.250510622,-0.826828651,-0.972023253,-0.73252031,-0.480289429,0.055568934,0.408646106,-0.077622112,-0.57347757,0.715576585,-0.461946078,0.661462304,2.534429579,0.110158692,-0.661095871,-1.169968645,-0.633855668,-0.539027806,1.725355665,0.461345732,-0.097126588,0.517520123,-0.831727625,-0.061206855,1.785582453,-0.524117468,-0.665643573,-0.090805755,-1.011774507,-0.180785155,1.189022788,-0.67025655,-0.018676435,1.615497486,0.999222073,0.301303052,-1.211659906,-0.585481298,-0.613531639,-0.980211902,-1.130452644,-0.173871868,-0.153869586,-0.361797074
380,000973.SZ,佛塑股份,2000/5/25,基础化工,化工,2774873538,TRUE,-9.307359307,2.722662126,1.375673114,-0.302332761,2.312297708,-0.542841621,-0.251831237,-0.177148772,0.822273996,-0.227769376,0.304087986,-1.044628257,0.878226603,-0.909169148,-0.910248137,-0.948691372,0.079864024,1.0745251,0.546186945,-0.837392964,2.983779911,-0.07168465,-0.304757028,0.254728569,-0.414398716,-0.657396368,-0.082451412,-0.545666287,-0.521249312,-0.437840596,-0.678847966,-0.920818191,0.951835971,1.24372119,-0.030786728,1.162285418,0.541722367,-0.660362454,0.579724728,0.418086898,-0.465108649,0.434925453,0.050724628,-0.14058454,-0.708860109,-1.493930502,-0.742614887,0.683576323,-0.417267047,-0.783253523,2.854521945,1.826186466,2.148152594,2.59721784,0.75179393,-0.634373762,-0.789263667,0.192486718,2.173221253,-0.184398714,-0.197640469,2.040947132,-0.38252432,-0.604866623,1.568172053,2.276416103,0.403281661,2.420631494,-0.068265036,1.356652167,0.117750635,0.483508794,-0.158950164,0.636567869,0.216605813,0.066636696,1.756545166,2.087988333,2.093882269,2.961439994
381,000975.SZ,科学城,2000/6/8,建材,有色金属,1962215946,TRUE,15.33742331,-1.907469454,0.178071432,0.985923875,-1.140716344,-1.410181242,0.095005517,1.377957104,-0.765265403,-1.134415703,-1.137247827,-0.038946047,-2.825573933,-1.072090562,-1.073559478,0.133135086,-0.046144976,-0.441389805,-1.365133707,-0.312902022,-0.254907778,-0.074935648,-0.127906038,-0.882518555,-0.937530532,-1.472925491,-1.352347095,-0.825963869,-1.596852936,-1.234007603,-0.725802058,-1.049194365,-0.617642989,-0.992022244,0.859426237,-0.172742064,0.317824563,2.142421977,-1.151486725,-1.206097124,2.329906247,0.402430522,1.149246531,1.249507839,2.448793486,1.645644715,2.272844217,0.871071148,-1.243025687,-0.824437878,-0.557543359,-0.609337736,-0.649029586,-0.607848542,-1.4343037,1.058478532,-0.243616022,-1.506788284,-2.214877804,0.10664219,1.848457492,0.301924202,-0.976821015,-2.580441254,-1.198502249,-0.75672654,-0.513797393,-2.166750393,1.386383366,-0.117419383,0.643778023,1.244799907,0.524382859,-0.223481583,0.11576113,0.19860686,0.827066413,-0.792218127,-0.378894983,-0.938767705
382,000976.SZ,春晖股份,2000/6/1,基础化工,机械设备,1431408422,TRUE,5.363984674,-1.02349502,1.009548871,-1.216084517,-1.961737338,-1.229740944,0.435082003,0.931420505,0.126420254,-0.43260381,-0.876607666,-0.823280021,0.110761829,-2.236909355,-2.239762098,1.769486224,-0.147573441,-1.126831642,-1.315363082,-0.735374612,-1.543293013,0.030388328,-0.304073466,0.201327787,0.41857479,-0.644271211,-2.14497895,-2.144629254,-1.479051482,-2.113205515,-2.200466522,-1.580091441,-0.886551651,0.95061154,0.246370666,0.436021691,-0.060229457,-1.118933389,0.22380746,0.629096416,0.893107308,1.007459623,0.082667204,0.024767521,-0.179112698,0.797767999,-0.487073215,0.074838058,-1.236936526,-2.070527473,-0.183475673,-1.025464377,-0.939685753,-0.410291862,-0.137726129,-1.135716785,-1.258000568,-0.237525673,-1.118178954,0.424615812,-0.153758786,-1.217065765,-1.343248528,-0.819533568,-1.03310178,-1.307009158,-0.223339795,-0.001508913,0.15910324,0.264066843,0.142347852,-0.04633862,-0.376461476,-0.01216257,-0.740486605,-0.720760027,-0.638962303,-2.311494117,-0.069677024,0.212803783
383,000977.SZ,浪潮信息,2000/6/8,计算机,计算机,1216900000,TRUE,4.655172414,-0.120035814,-1.015673075,-0.242165927,0.258614794,0.189046254,1.816047867,0.457264299,-0.186013497,-1.225861154,-1.12894572,-0.646595457,-0.433994057,-0.136191799,-0.136532298,0.060951692,-0.219690848,-0.265415318,0.268236273,-0.539749079,-0.76657504,-0.335037316,-1.081501316,-0.582717471,-1.299915765,0.630848095,0.21837966,-0.430879148,-0.833855818,0.441592567,-0.26103193,-0.473458613,-0.033611303,-0.008046985,0.416404187,-0.123089849,0.388095144,-0.653105051,-0.722641189,-0.590144692,-0.081360125,-0.817418163,-0.102947461,-0.008184435,0.564063114,-1.152931784,-0.117384286,-0.918879722,-0.101660688,-0.25139659,-0.594645069,0.264043202,-0.428670889,-0.571713941,-0.386271188,-0.192245357,-0.675802727,-0.066944821,0.176595437,0.547677429,-1.832289069,-1.270778959,-0.314367997,-0.439377316,0.327274203,-0.109073417,-0.72178158,0.064581453,-0.655529576,-1.2046671,-1.303841631,-0.41648178,0.168032323,-0.555427732,0.145466018,0.19900853,-0.674392291,-0.282136648,-0.555611857,-0.56617898
384,000978.SZ,桂林旅游,2000/5/18,餐饮旅游,休闲服务,1267320000,TRUE,6.64893617,-1.514406186,-0.523011288,-0.835803448,-0.090904664,0.865837825,-0.180501331,-0.212042576,-0.339853796,-0.825047152,-0.613702638,-0.672245185,-0.060771435,0.30786703,0.30820348,-0.398333354,-0.039941068,0.149407952,0.161308185,-1.134559695,0.075064359,-1.025028282,-0.093555883,-0.239464243,-0.09348189,-0.29441664,-0.266538825,0.009475672,0.265673544,-0.402358148,0.036805076,0.330002051,-1.151583894,-0.366150491,-0.909429728,0.124062781,-0.50893537,-1.079925923,-0.524783746,-0.461369364,0.293455403,0.736608259,0.688357834,0.535753251,-0.370944491,-0.462839628,-0.220190826,-1.091241834,0.599057964,0.505587059,-1.343569892,-0.190421682,-0.865752936,-1.247143542,-0.139036221,-0.248594275,-0.123023362,-1.100351782,-1.084470144,0.28251875,0.337973273,-0.287826154,1.591755957,1.611045546,-0.578159908,-0.190682947,-1.149832512,-0.597600916,-1.406986682,-1.355617565,-0.655278119,-1.273462183,-0.894816018,-0.383549907,-0.540242912,-0.638250751,-0.851232545,-0.219388464,-1.448441756,-0.977204899
