code,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31
000888.SZ,3.0133,2.831,2.9462,3.516,3.3614,3.2411,3.3958,4.4785,4.2368,5.0822,5.2947,5.3124
600113.SH,5.9634,5.3152,5.3152,5.3682,5.3769,5.5147,6.0403,6.0013,5.3651,5.3221,5.6541,5.536
600132.SH,6.497,6.1784,6.1716,7.9746,9.038,10.6933,10.6669,12.5888,14.2673,14.1222,13.8686,15.7165
000839.SZ,3.9226,3.9454,3.5577,3.8485,2.8657,2.8183,3.2801,3.2783,2.9645,2.9877,3.4547,3.0883
600115.SH,0.6935,0.6174,0.5616,0.6752,0.6412,0.6505,0.6798,0.9485,0.9279,0.8621,1.1693,1.0989
600107.SH,5.6865,4.7261,7.085,9.0707,6.3429,6.6827,9.8542,9.5482,9.1043,9.1893,9.0281,9.313
000848.SZ,3.248,2.9615,3.0675,3.0112,3.6203,3.4668,4.0859,4.58,3.8626,3.9626,4.1879,4.1012
000063.SZ,1.8199,2.5328,2.1755,2.1052,1.8471,2.0564,2.0074,1.9279,1.6362,1.4795,1.5923,1.5428
600129.SH,0.53,0.5593,0.5262,0.6125,0.5996,0.7019,0.8662,0.8689,0.7709,0.7039,0.7079,0.6571
600104.SH,0.3313,0.3255,0.3004,0.3018,0.2861,0.2713,0.2903,0.2974,0.3049,0.3689,0.4195,0.3867
000899.SZ,1.6855,1.5876,1.5659,1.6046,1.6236,1.5931,1.757,1.7702,1.6373,1.8854,1.7825,2.7043
600112.SH,3.7851,3.3095,3.2104,2.8867,3.1606,4.0877,3.582,3.5406,3.171,3.6604,3.3901,2.9234
600120.SH,1.2216,1.2361,1.2547,1.4553,1.342,1.4657,1.5596,1.3455,1.3417,1.317,1.1489,1.0176
000829.SZ,0.129,0.1194,0.11,0.0987,0.105,0.1184,0.1569,0.1274,0.1121,0.1195,0.1235,0.1143
600138.SH,0.6406,0.5738,0.5445,0.5979,0.5711,0.562,0.611,0.8318,0.7402,0.6628,0.8846,0.8111
000889.SZ,1.963,1.9906,1.9035,2.4255,2.0962,2.1247,2.4163,2.4153,2.197,1.8727,2.1778,1.8727
000898.SZ,0.2715,0.2563,0.2396,0.2438,0.228,0.2271,0.2494,0.2551,0.2457,0.2505,0.2979,0.2884
600121.SH,0.6678,0.6049,0.6049,0.7204,0.6856,0.7088,0.7669,0.8613,0.8613,0.8656,1.7003,4.2484
000802.SZ,4.5991,4.5301,4.0472,6.005,5.0011,5.3409,6.3951,8.1618,7.5139,5.7142,30.8867,26.2001
000761.SZ,0.2781,0.2744,0.2558,0.2544,0.2412,0.2353,0.2573,0.2615,0.2638,0.2544,0.2671,0.2528
600119.SH,2.4817,2.5401,2.3274,2.2922,2.4532,3.6311,4.2498,4.7829,4.2076,4.5278,4.6332,4.2393
600135.SH,1.8811,2.0585,1.9602,1.8008,1.76,1.779,2.2796,1.9752,1.7065,2.0963,1.9996,2.1167
001896.SZ,0.4746,0.452,0.4665,0.4817,0.4654,0.4772,0.6032,0.5838,,0.5503,0.6119,1.4479
000886.SZ,19.5394,17.4023,20.4989,39.4831,45.9782,39.3122,47.8583,64.7482,60.2866,56.859,59.802,57.4476
600133.SH,0.4043,0.3843,0.4629,0.5379,0.5055,0.5011,0.5117,0.5154,0.4693,0.4669,0.4806,0.4432
000798.SZ,2.8229,2.5894,3.151,3.3061,3.4367,3.4426,4.8493,5.3026,4.4483,4.6214,5.9132,9.2509
600009.SH,12.5157,11.5691,10.7064,13.8923,14.2244,14.1615,13.348,18.4956,16.6509,16.0021,24.5037,23.6112
000429.SZ,5.5177,5.1622,4.622,6.1088,5.6548,5.7704,5.952,6.4357,6.3421,6.4764,6.4954,5.7452
600139.SH,24.7743,22.5905,21.2351,11.7142,12.4894,12.0588,14.2552,17.6815,14.6196,12.7652,15.7388,15.7838
000826.SZ,1.2733,1.4297,1.1705,1.1766,1.0632,1.0791,1.1926,1.3253,1.1589,1.13,1.147,1.0436
600136.SH,2.589,2.3279,1.834,3.1692,3.074,3.1083,3.253,4.2899,3.5994,4.4475,5.1713,4.7607
000803.SZ,5.8205,5.8602,5.4854,,89.1253,88.1223,118.637,51.1473,62.1987,25.8879,24.8929,23.7913
000876.SZ,1.0175,1.3574,1.7629,1.6053,1.3672,1.454,1.5867,1.7884,1.3036,1.3242,1.1709,1.01
600126.SH,0.6329,0.7347,0.794,1.0236,1.2691,1.3441,1.0597,0.9207,0.7587,0.6536,0.6841,0.5972
000790.SZ,4.3245,4.2397,4.4347,4.2245,3.9755,4.1644,5.1519,4.7829,4.3434,4.1713,4.1305,3.5917
600158.SH,6.0342,5.4104,5.2313,4.791,4.6404,4.5624,4.9249,7.0681,6.1955,6.3418,6.4945,6.0864
000880.SZ,0.8145,0.773,0.7612,0.8229,0.8186,0.911,0.9626,0.895,1.0088,0.9522,0.8974,0.8547
600131.SH,16.7163,20.5001,17.7141,2.5603,2.6073,2.6764,2.4469,2.6638,2.2096,1.8564,1.8735,1.5217
000807.SZ,0.6223,0.5591,0.4985,0.5002,0.5002,0.5411,0.8415,0.7493,0.6083,0.6546,1.1267,0.8978
000806.SZ,3.3784,3.1122,2.7627,1.9696,,2.3092,2.1597,1.8363,1.6786,1.994,1.672,1.662
600137.SH,3.5423,3.5174,3.4876,4.2616,4.4745,4.5658,5.6335,5.6735,4.8127,4.6626,4.9636,4.4071
000089.SZ,4.9437,4.4182,4.116,4.8966,4.7364,4.5464,5.9234,5.8472,5.4218,5.2299,5.8329,5.3545
600122.SH,0.5365,0.5169,0.4606,0.4102,0.3466,0.3529,0.4165,0.4498,0.4058,0.3855,0.4441,0.4027
